isin,wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,asset_class,instrument,region,exchange
NL0009272756,A1JPFU,2TCE,,VanEck AMX UCITS ETF,2009-12-14,5530,15.150684931506849,Long-only,Netherlands,EUR,False,False,Distributing,0.35,Full replication,19,False,25,0.12,-0.07,0.05,-7.22,-3.39,-5.33,-12.91,3.46,-7.66,2.61,-10.69,18.15,2.66,2.51,12.87,16.89,19.96,-0.41,-0.27,0.03,-42.26,-14.1,-25.47,-42.26,Equity,ETF,,"gettex, Euronext Amsterdam, Euronext Brussels"
LU0484969463,DBX0FE,XBAT,11720390,Xtrackers iBoxx Sovereigns Eurozone AAA Swap UCITS ETF 1C,2010-09-22,5248,14.378082191780821,Long-only,Luxembourg,EUR,False,False,Accumulating,0.15,Swap based Unfunded,11,False,,-0.43,0.93,-0.43,0.41,0.58,0.75,-12.93,-15.79,0.35,5.64,-18.49,-2.96,,,4.96,7.22,6.2,0.15,-0.62,-0.54,-24.36,-3.88,-19.79,-24.36,Bonds,ETF,Europe,"gettex, XETRA, Stuttgart, Borsa Italiana"
LU2385068593,DBX0RT,XZEG,114897359,Xtrackers II ESG Global Government Bond UCITS ETF 4D EUR Hedged,2021-12-07,1154,3.1616438356164385,Long-only,Luxembourg,EUR,True,False,Distributing,0.25,Optimized sampling,74,True,1038,0.35,0.87,0.35,0.21,-0.11,0.14,-13.03,,-1.04,3.99,-17.31,,2.54,2.47,4.73,6.33,,0.03,-0.72,,-21.33,-4.15,-18.75,,Bonds,ETF,World,"gettex, XETRA, Borsa Italiana"
XS2284324667,A3GPDV,WNRG,,WisdomTree Energy Enhanced - EUR Daily Hedged,2021-02-25,1439,3.9424657534246577,Long-only,Ireland,EUR,True,False,Accumulating,0.4,Swap based,1,False,,0.1,-5.05,0.1,3.74,-4.65,-5.98,-13.23,,-4.54,-19.56,28.71,,,,20.35,26.77,,-0.29,-0.17,,-50.68,-18.05,-50.68,,Commodities,ETC,,"gettex, XETRA"
IE00BHZRR030,A2PB5X,FLXK,46325073,Franklin FTSE Korea UCITS ETF,2019-06-04,2071,5.673972602739726,Long-only,Ireland,USD,False,True,Accumulating,0.09,Full replication,796,False,159,6.06,-1.74,6.06,-2.68,-14.08,-4.66,-13.27,10.96,-17.16,18.89,-24.31,1.04,,,23.79,22.76,25.27,-0.2,-0.2,0.08,-39.88,-22.78,-25.77,-39.52,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00B1W57M07,A0MR61,IQQ9,3067362,iShares BIC 50 UCITS ETF USD (Dist),2007-04-20,6499,17.805479452054794,Long-only,Ireland,USD,False,True,Distributing,0.74,Full replication,112,False,54,5.94,5.78,5.94,7.0,23.67,39.52,-13.3,-18.15,21.27,-10.62,-24.06,-17.37,2.58,3.46,24.27,29.92,28.84,1.62,-0.16,-0.14,-65.76,-15.64,-41.56,-58.58,Equity,ETF,Emerging Markets,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
LU1974696418,A2PGRF,EMIE,47205436,UBS ETF (LU) J.P. Morgan USD EM IG ESG Diversified Bond UCITS ETF (hedged to EUR) A-acc,2019-08-02,2012,5.512328767123288,Long-only,Luxembourg,EUR,True,False,Accumulating,0.43,Sampling,376,True,777,1.14,0.38,1.14,-0.47,-0.37,1.42,-13.44,-14.21,-0.38,3.92,-19.92,-2.52,,,6.98,9.77,8.92,0.2,-0.48,-0.34,-27.15,-5.69,-22.99,-27.15,Bonds,ETF,Emerging Markets,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU1681046691,A2H58G,DE5A,38785057,Amundi Government Bond Highest Rated Euro Investment Grade UCITS ETF EUR (C),2010-09-28,5242,14.361643835616439,Long-only,Luxembourg,EUR,False,True,Accumulating,0.14,Sampling,250,False,188,-0.23,0.83,-0.23,0.31,0.6,0.35,-13.49,-16.71,-0.08,6.2,-19.31,-3.86,,,5.05,7.47,6.46,0.07,-0.63,-0.55,-24.81,-3.7,-19.96,-24.81,Bonds,ETF,Europe,"gettex, XETRA, Euronext Paris, Stuttgart, Borsa Italiana"
LU1287023342,LYX0VE,LYXA,31879455,Amundi Euro Highest Rated Macro-Weighted Government Bond UCITS ETF Acc,2009-01-06,5872,16.087671232876712,Long-only,Luxembourg,EUR,False,True,Accumulating,0.17,Full replication,343,False,188,-0.4,0.79,-0.4,0.24,0.5,0.39,-13.58,-16.6,0.12,6.0,-19.39,-3.36,,,5.15,7.45,6.38,0.07,-0.64,-0.56,-24.9,-3.81,-20.17,-24.9,Bonds,ETF,Europe,"gettex, XETRA, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU0641007421,DBX0L4,XG7G,19204552,Xtrackers II Global Inflation-Linked Bond UCITS ETF 4D - CHF Hedged,2012-08-17,4553,12.473972602739726,Long-only,Luxembourg,CHF,True,True,Distributing,0.25,Sampling,38,False,153,-0.17,0.43,0.19,-2.37,-0.8,-3.3,-13.58,-4.23,-5.56,6.11,-15.37,8.54,0.93,0.88,8.25,11.2,10.14,-0.4,-0.42,-0.08,-21.7,-7.96,-21.7,-21.7,Bonds,ETF,World,SIX Swiss Exchange
IE00B7LGZ558,A1JXZF,IS0K,18569970,iShares France Government Bond UCITS ETF EUR (Dist),2012-05-08,4654,12.75068493150685,Long-only,Ireland,EUR,False,True,Distributing,0.2,Sampling,134,False,50,1.07,0.76,1.07,0.18,0.45,-0.34,-13.79,-17.09,-2.09,6.34,-19.19,-4.24,2.44,2.37,5.26,7.56,6.53,-0.06,-0.64,-0.56,-24.36,-3.64,-19.67,-24.36,Bonds,ETF,,"gettex, London, Stuttgart, Euronext Amsterdam"
GB00B15KXN58,A0KRKP,OD7A,,WisdomTree Aluminium,2006-09-27,6704,18.367123287671234,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,64,False,,2.2,-1.22,2.2,4.17,18.18,16.49,-13.79,37.71,10.8,-6.21,-11.3,49.35,,,20.91,23.8,22.54,0.79,-0.2,0.29,-70.76,-20.83,-46.84,-46.84,Commodities,ETC,,"gettex, XETRA, London, Borsa Italiana"
DE000A2UDH63,A2UDH6,XPPE,,Xtrackers IE Physical Platinum EUR Hedged ETC Securities,2020-05-28,1712,4.69041095890411,Long-only,Ireland,EUR,True,False,Accumulating,0.73,Physically backed,9,False,,7.48,3.41,7.48,-1.95,-0.36,3.24,-13.84,,-11.93,-8.97,5.52,-11.53,,,21.79,24.03,,0.15,-0.2,,-40.73,-15.93,-31.25,,Precious Metals,ETC,,"gettex, XETRA, Borsa Italiana"
IE00BD4DXB77,A144GC,XQUE,37600026,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 2D EUR Hedged,2017-07-31,2744,7.517808219178082,Long-only,Ireland,EUR,True,False,Distributing,0.5,Optimized sampling,125,True,314,1.58,0.48,1.58,-0.71,-0.82,0.46,-14.06,-16.21,-2.67,5.01,-19.97,-1.75,4.56,4.36,8.2,11.32,11.15,0.06,-0.43,-0.31,-28.06,-7.53,-24.07,-28.06,Bonds,ETF,Emerging Markets,"gettex, XETRA, Stuttgart, Borsa Italiana"
LU0641007264,DBX0L3,XGIG,13528866,Xtrackers II Global Inflation-Linked Bond UCITS ETF 3D - GBP Hedged,2011-11-25,4819,13.202739726027398,Long-only,Luxembourg,GBP,True,True,Distributing,0.25,Sampling,173,False,153,0.14,1.47,0.14,-0.19,0.25,3.57,-14.08,-5.16,3.98,5.51,-22.58,12.39,0.93,0.95,6.55,10.68,10.62,0.54,-0.46,-0.1,-28.94,-5.78,-28.94,-28.94,Bonds,ETF,World,London
IE00BL0BMG90,A2P2A8,AYED,54095499,iShares Global Government Bond Climate UCITS ETF USD (Dist),2021-03-24,1412,3.8684931506849316,Long-only,Ireland,USD,False,False,Distributing,0.2,Sampling,5,True,790,-0.17,0.58,0.11,0.11,1.55,1.74,-14.35,,0.95,2.36,-17.09,,2.3,2.26,7.57,10.21,,0.23,-0.49,,-21.83,-3.94,-20.25,,Bonds,ETF,World,"gettex, SIX Swiss Exchange, Euronext Amsterdam"
IE00B4WXJH41,A0RL82,EUN8,10127472,iShares Euro Government Bond 10-15yr UCITS ETF,2009-04-17,5771,15.810958904109588,Long-only,Ireland,EUR,False,True,Distributing,0.15,Sampling,496,False,29,-0.33,0.95,-0.33,0.44,0.94,1.92,-14.86,-17.39,1.6,10.89,-25.44,-4.23,3.09,3.04,7.16,10.67,9.17,0.27,-0.49,-0.41,-29.67,-5.47,-24.99,-29.67,Bonds,ETF,Europe,"gettex, XETRA, London, Stuttgart, Borsa Italiana, Euronext Amsterdam"
LU2365458814,A3C9H5,ASRQ,115487421,BNP Paribas Easy JPM ESG Green Social & Sustainability IG EUR Bond UCITS ETF Acc,2021-12-10,1151,3.1534246575342464,Long-only,Luxembourg,EUR,False,False,Accumulating,0.25,Full replication,149,True,634,0.0,0.99,0.0,0.74,1.49,2.25,-14.86,,1.61,7.32,-23.29,,,,5.04,8.1,,0.44,-0.64,,-26.37,-3.72,-23.39,,Bonds,ETF,World,"gettex, XETRA, Euronext Paris, SIX Swiss Exchange, Borsa Italiana"
LU2365458731,A3C9H3,ASRN,115487426,BNP Paribas Easy JPM ESG Green Social & Sustainability IG EUR Bond UCITS ETF Dist,2021-12-10,1151,3.1534246575342464,Long-only,Luxembourg,EUR,False,False,Distributing,0.25,Full replication,26,True,634,0.0,0.9,0.0,0.77,1.42,2.25,-14.92,,1.48,7.39,-23.29,,2.92,2.89,4.83,8.06,,0.46,-0.65,,-26.37,-3.74,-23.39,,Bonds,ETF,World,"gettex, XETRA, Euronext Paris"
LU1650489385,LYX0XF,LYQ6,37749187,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,2004-01-28,7677,21.03287671232877,Long-only,Luxembourg,EUR,False,True,Accumulating,0.15,Full replication,1053,False,43,-0.4,1.0,-0.4,0.44,0.96,1.88,-15.23,-17.91,1.62,10.64,-25.41,-4.61,,,7.39,10.68,9.15,0.25,-0.5,-0.42,-29.98,-5.43,-25.23,-29.98,Bonds,ETF,Europe,"gettex, XETRA, Euronext Paris, Stuttgart, Borsa Italiana"
LU1650489898,LYX04W,NADB,56652720,Amundi Euro Government Bond 10-15Y UCITS ETF Dist,2020-09-17,1600,4.383561643835616,Long-only,Luxembourg,EUR,False,True,Distributing,0.15,Full replication,33,False,43,-0.45,0.96,-0.45,0.4,0.92,1.83,-15.27,,1.61,10.64,-25.41,-4.61,2.38,2.36,7.16,10.64,,0.25,-0.5,,-29.98,-5.43,-25.23,,Bonds,ETF,Europe,"gettex, XETRA"
LU1900068914,LYX011,LCHI,45203291,Amundi MSCI China ESG Leaders Extra UCITS ETF Acc,2005-07-21,7137,19.553424657534247,Long-only,Luxembourg,EUR,False,False,Accumulating,0.65,Full replication,288,True,184,4.53,6.7,4.53,8.9,24.24,38.48,-15.42,-32.61,20.54,-15.9,-20.46,-18.04,,,24.27,32.43,29.28,1.58,-0.17,-0.26,-71.09,-15.03,-41.84,-58.07,Equity,ETF,,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU0292100046,DBX1K2,DBX8,3067371,Xtrackers MSCI Korea UCITS ETF 1C,2007-07-05,6423,17.5972602739726,Long-only,Luxembourg,USD,False,True,Accumulating,0.45,Full replication,35,False,92,6.0,-1.9,6.0,-3.03,-14.63,-5.3,-15.46,4.49,-18.11,17.84,-24.5,-0.85,,,24.25,23.02,25.5,-0.22,-0.24,0.03,-67.94,-24.03,-25.55,-39.56,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BLR6QB00,A2QKQ1,DDOC,59016023,Global X Telemedicine & Digital Health UCITS ETF Acc USD,2020-12-17,1509,4.134246575342465,Long-only,Ireland,USD,False,True,Accumulating,0.68,Full replication,3,False,38,15.43,3.05,15.43,26.63,30.21,27.18,-15.71,,3.69,-16.17,-25.15,-7.1,,,22.08,25.73,,1.23,-0.21,,-59.56,-13.52,-44.11,,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
IE00B3Z0X395,A1JJU5,H4Z9,12843012,HSBC MSCI Korea Capped UCITS ETF USD,2011-04-06,5052,13.841095890410958,Long-only,Ireland,USD,False,True,Distributing,0.5,Full replication,32,False,92,5.7,-2.15,5.7,-3.31,-15.2,-5.69,-15.81,4.72,-18.13,18.03,-24.88,-0.97,0.81,0.74,24.31,22.96,25.4,-0.23,-0.24,0.04,-42.16,-23.76,-25.94,-39.49,Equity,ETF,,"gettex, London, SIX Swiss Exchange, Borsa Italiana"
IE00BF2FN869,A2PELX,TRDE,46594416,Invesco US Treasury Bond 7-10 Year UCITS ETF EUR Hedged Dist,2019-03-12,2155,5.904109589041096,Long-only,Ireland,EUR,True,True,Distributing,0.1,Sampling,400,False,12,1.08,0.39,1.08,-0.56,-1.89,-1.71,-15.9,-16.76,-2.76,1.13,-17.39,-3.62,4.35,4.08,9.2,12.46,10.68,-0.19,-0.45,-0.34,-27.94,-7.73,-21.76,-27.94,Bonds,ETF,,"gettex, XETRA, SIX Swiss Exchange, Borsa Italiana"
LU2343997487,A3CR0T,CNEU,112180090,Amundi MSCI China ESG Leaders Select UCITS ETF DR (C),2021-11-09,1182,3.2383561643835614,Long-only,Luxembourg,USD,False,False,Accumulating,0.35,Full replication,143,True,192,4.75,4.58,4.75,8.99,25.25,37.0,-15.9,,17.37,-13.81,-23.47,,,,24.43,26.94,,1.51,-0.21,,-47.91,-16.61,-41.12,,Equity,ETF,,"London, Euronext Paris, SIX Swiss Exchange"
IE00BGPP6697,A2PDTS,IBB1,46324968,iShares USD Treasury Bond 7-10yr UCITS ETF EUR (Dist),2019-02-25,2170,5.945205479452055,Long-only,Ireland,EUR,True,True,Distributing,0.1,Sampling,1806,False,12,1.02,0.25,1.02,-0.7,-1.9,-1.73,-15.91,-16.54,-2.49,0.96,-16.9,-4.15,3.96,3.71,9.64,12.62,10.73,-0.18,-0.44,-0.33,-27.83,-7.74,-21.83,-27.83,Bonds,ETF,,"gettex, XETRA, Stuttgart"
IE000DOZYQJ7,A3C5NK,TAEH,114955786,Tabula Haitong Asia ex-Japan High Yield Corporate USD Bond ESG UCITS ETF EUR Hedged Dist,2021-11-17,1174,3.2164383561643834,Long-only,Ireland,EUR,True,False,Distributing,0.65,Sampling,45,True,,0.0,0.53,0.0,-1.77,0.74,10.87,-16.07,,15.61,-11.97,-21.75,,9.09,9.26,8.58,14.87,,1.26,-0.38,,-46.6,-5.01,-41.92,,Bonds,ETF,Asia & Pacific,"gettex, XETRA, Borsa Italiana"
LU2265794276,A2QJ9G,UIC2,58797599,UBS ETF (LU) Solactive China Technology UCITS ETF (USD) A-acc,2021-03-05,1431,3.9205479452054797,Long-only,Luxembourg,USD,False,True,Accumulating,0.47,Full replication,25,False,97,7.02,5.9,7.02,14.66,34.96,48.42,-16.09,,18.01,-13.6,-27.68,,,,27.96,35.82,,1.73,-0.16,,-64.21,-15.98,-45.01,,Equity,ETF,,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
LU1900066975,LYX016,LKOR,45204988,Amundi MSCI Korea UCITS ETF Acc,2006-09-26,6705,18.36986301369863,Long-only,Luxembourg,EUR,False,False,Accumulating,0.45,Swap based Unfunded,128,False,,5.5,-1.6,5.5,-3.36,-14.66,-5.04,-16.61,3.93,-17.04,15.59,-23.88,-0.89,,,25.87,24.71,26.42,-0.19,-0.24,0.03,-68.28,-23.26,-26.3,-38.75,Equity,ETF,,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00B5MTYL84,A0RPR6,SC03,10407789,Invesco European Food & Bev Sector UCITS ETF,2009-07-07,5690,15.58904109589041,Long-only,Ireland,EUR,False,False,Accumulating,0.2,Swap based Unfunded,9,False,,0.65,1.93,0.65,-3.33,-5.74,-9.24,-16.69,-11.16,-8.81,-0.94,-13.48,21.66,,,11.25,13.7,16.27,-0.82,-0.43,-0.14,-32.21,-15.99,-23.33,-29.46,Equity,ETF,Europe,"gettex, XETRA, Stuttgart"
IE00B5W4TY14,A1C1H3,CEBJ,11476344,iShares MSCI Korea UCITS ETF (Acc),2010-08-24,5277,14.457534246575342,Long-only,Ireland,USD,False,True,Accumulating,0.65,Full replication,132,False,92,6.16,-1.72,6.16,-2.84,-14.4,-5.0,-16.75,4.42,-17.51,15.58,-23.99,-0.73,,,25.01,23.06,25.55,-0.2,-0.26,0.03,-42.33,-23.59,-25.84,-39.65,Equity,ETF,,"gettex, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00B0M63391,A0HGWD,IQQK,2308859,iShares MSCI Korea UCITS ETF (Dist),2005-11-18,7017,19.224657534246575,Long-only,Ireland,USD,False,True,Distributing,0.74,Full replication,221,False,92,6.03,-1.84,6.03,-2.98,-14.55,-5.25,-16.76,3.92,-17.48,15.59,-24.03,-0.94,1.2,1.1,24.15,22.91,25.55,-0.22,-0.26,0.03,-67.91,-23.63,-26.44,-39.64,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
LU0962078753,DBX0N9,XGII,22653628,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1D - EUR Hedged,2013-10-28,4116,11.276712328767124,Long-only,Luxembourg,EUR,True,True,Distributing,0.2,Sampling,134,False,153,0.87,0.55,0.87,-0.73,-1.42,-0.03,-16.76,-10.44,-2.18,2.01,-19.04,4.34,1.01,1.0,4.9,8.35,7.93,-0.01,-0.71,-0.27,-24.61,-5.19,-23.86,-24.61,Bonds,ETF,World,"gettex, XETRA, Stuttgart, Borsa Italiana"
LU0290357929,DBX0AL,XGIN,3220303,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1C - EUR Hedged,2007-06-08,6450,17.671232876712327,Long-only,Luxembourg,EUR,True,True,Accumulating,0.25,Sampling,431,False,153,0.87,0.55,0.87,-0.74,-1.44,-0.08,-16.81,-10.48,-2.22,2.01,-19.04,4.33,,,4.89,8.35,7.94,-0.02,-0.71,-0.28,-24.61,-5.21,-23.85,-24.61,Bonds,ETF,World,"gettex, XETRA, Stuttgart, Borsa Italiana"
IE00BM8QS095,A3CMY8,ICNT,111413856,Invesco MSCI China Technology All Shares Stock Connect UCITS ETF Acc,2021-06-11,1333,3.652054794520548,Long-only,Ireland,USD,False,True,Accumulating,0.49,Full replication,44,False,100,5.7,5.74,5.7,9.2,34.19,56.4,-16.98,,27.98,-21.4,-26.43,,,,24.96,30.44,,2.25,-0.2,,-59.28,-15.51,-48.43,,Equity,ETF,,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
IE00BF4NQ904,A2N390,H41K,42968347,HSBC MSCI China A Inclusion UCITS ETF,2018-07-27,2383,6.528767123287671,Long-only,Ireland,USD,False,True,Distributing,0.3,Full replication,170,False,418,-1.38,0.43,-1.38,1.09,15.17,24.94,-17.1,21.84,18.37,-16.41,-21.28,11.3,1.9,2.33,21.65,19.92,20.27,1.15,-0.3,0.2,-43.01,-15.19,-37.51,-43.01,Equity,ETF,,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
IE00BD8PH174,A2DXN7,IUSY,38262343,iShares Global Inflation Linked Government Bond EUR Hedged UCITS ETF (Dist),2017-09-22,2691,7.372602739726028,Long-only,Ireland,EUR,True,True,Distributing,0.2,Sampling,92,False,153,1.25,0.23,1.25,-0.33,-1.39,-0.21,-17.18,-10.59,-2.29,1.6,-19.08,5.0,1.14,1.12,8.08,12.15,11.14,-0.03,-0.5,-0.2,-24.74,-5.39,-23.93,-24.74,Bonds,ETF,World,"gettex, London"
IE00BKPT2S34,A2P1KU,IS3V,54062175,iShares Global Inflation Linked Government Bond UCITS ETF EUR Hedged (Acc),2020-04-27,1743,4.7753424657534245,Long-only,Ireland,EUR,True,True,Accumulating,0.2,Sampling,389,False,153,1.36,0.22,1.36,-0.44,-1.1,0.0,-17.19,,-2.43,1.8,-19.09,4.56,,,7.92,11.99,,0.0,-0.51,,-24.96,-5.41,-24.01,,Bonds,ETF,World,"gettex, XETRA"
LU0875160326,DBX0NK,RQFI,23119106,Xtrackers Harvest CSI 300 UCITS ETF 1D,2014-01-08,4044,11.07945205479452,Long-only,Luxembourg,USD,False,False,Distributing,0.65,Full replication,277,False,285,-1.69,0.51,-1.69,1.33,15.84,25.67,-17.32,14.1,20.32,-15.24,-22.62,6.5,1.43,1.76,21.12,19.95,20.54,1.21,-0.31,0.13,-51.66,-13.74,-36.53,-44.88,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BQT3WG13,A12DPT,36BZ,27819610,iShares MSCI China A UCITS ETF,2015-04-08,3589,9.832876712328767,Long-only,Ireland,USD,False,False,Accumulating,0.4,Full replication,1753,False,418,-1.14,0.46,-1.14,1.16,15.38,25.0,-17.61,20.5,18.28,-16.78,-21.58,11.33,,,25.01,21.46,21.41,1.0,-0.29,0.18,-51.81,-15.56,-37.84,-43.33,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Euronext Amsterdam"
LU2314312922,A3CT5B,9W1A,112414719,BNP Paribas Easy MSCI China Select SRI S-Series 10% Capped UCITS ETF USD Acc,2021-06-30,1314,3.6,Long-only,Luxembourg,USD,False,False,Accumulating,0.25,Full replication,27,True,533,4.21,4.98,4.21,7.97,29.02,44.78,-17.66,,22.15,-17.22,-24.37,,,,26.68,29.25,,1.67,-0.21,,-51.61,-16.14,-44.21,,Equity,ETF,,"XETRA, Euronext Paris, SIX Swiss Exchange"
IE000O8KMPM1,A3CY21,WRNA,115306737,WisdomTree BioRevolution UCITS ETF USD Acc,2021-12-03,1158,3.1726027397260275,Long-only,Ireland,USD,False,False,Accumulating,0.45,Full replication,4,True,88,6.6,1.98,6.6,4.04,-4.94,1.33,-17.67,,-8.76,-6.11,-21.49,,,,22.22,24.26,,0.06,-0.26,,-40.39,-17.01,-36.18,,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
LU2314312849,A3CT5A,9W1,112414632,BNP Paribas Easy MSCI China Select SRI S-Series 10% Capped UCITS ETF EUR Acc,2021-06-30,1314,3.6,Long-only,Luxembourg,EUR,False,False,Accumulating,0.25,Full replication,85,True,533,4.01,4.82,4.01,7.84,28.87,44.64,-17.7,,22.26,-17.19,-24.53,,,,26.83,29.3,,1.66,-0.21,,-51.62,-15.97,-44.15,,Equity,ETF,,"gettex, XETRA, Euronext Paris, Borsa Italiana"
IE00BLRPQH31,A2P876,RIZF,56566223,Rize Sustainable Future of Food UCITS ETF,2020-08-27,1621,4.441095890410959,Long-only,Ireland,USD,False,False,Accumulating,0.45,Full replication,95,True,55,4.36,1.06,4.36,1.06,1.06,6.69,-17.81,,-0.81,-5.13,-22.62,11.5,,,13.79,17.22,,0.48,-0.37,,-39.96,-9.8,-31.66,,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
LU1645381689,A2DUGP,FRC4,37504816,UBS ETF (LU) Bloomberg Euro Inflation Linked 10+ UCITS ETF (EUR) A-dis,2017-10-31,2652,7.265753424657534,Long-only,Luxembourg,EUR,False,False,Distributing,0.1,Full replication,17,False,23,0.06,0.43,0.06,-0.79,-1.69,-1.81,-17.86,-9.66,-3.89,8.34,-22.62,6.98,1.39,1.34,8.78,14.39,12.89,-0.21,-0.44,-0.16,-29.76,-5.75,-29.76,-29.76,Bonds,ETF,Europe,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
DE000A0H08H3,A0H08H,EXH3,12980579,iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),2002-07-08,8246,22.59178082191781,Long-only,Germany,EUR,False,False,Distributing,0.46,Full replication,221,False,28,1.31,2.48,1.31,-3.67,-6.53,-10.76,-18.01,-10.54,-10.92,-1.48,-13.61,22.57,2.08,1.82,11.35,13.46,15.59,-0.95,-0.48,-0.14,-40.02,-16.15,-24.93,-28.13,Equity,ETF,Europe,"gettex, XETRA, Stuttgart"
FR0011720911,LYX0SL,CNAA,25342427,Amundi MSCI China A UCITS ETF Acc,2014-08-28,3812,10.443835616438356,Long-only,France,USD,False,False,Accumulating,0.35,Full replication,153,False,418,-1.2,0.68,-1.2,1.21,15.22,24.94,-18.11,11.13,18.18,-16.74,-21.83,11.82,,,22.15,20.79,21.41,1.12,-0.31,0.1,-56.98,-15.19,-38.52,-43.71,Equity,ETF,,"gettex, XETRA, London, Euronext Paris, SIX Swiss Exchange, Borsa Italiana"
LU0592215403,DBX0H9,XPQP,12588784,Xtrackers MSCI Philippines UCITS ETF 1C,2011-04-12,5046,13.824657534246576,Long-only,Luxembourg,USD,False,True,Accumulating,0.65,Full replication,26,False,32,-8.78,-3.57,-8.78,-11.76,-3.57,-6.9,-18.18,-15.09,5.71,-2.1,-11.18,8.05,,,17.53,18.48,22.38,-0.39,-0.35,-0.14,-52.51,-17.68,-23.21,-38.46,Equity,ETF,,"gettex, XETRA, London, Stuttgart"
IE00BP8FKB21,A118P8,XREA,25204665,Xtrackers FTSE Developed Europe Ex UK Property UCITS ETF 1C,2014-08-27,3813,10.446575342465753,Long-only,Ireland,EUR,False,True,Accumulating,0.33,Full replication,18,False,65,3.59,4.06,3.59,0.74,2.78,6.18,-19.03,-20.66,-1.36,18.52,-35.46,13.04,,,17.56,24.7,24.5,0.35,-0.27,-0.18,-47.58,-15.52,-42.75,-47.58,Real Estate,ETF,Europe,"gettex, XETRA, Stuttgart"
IE0000H445G8,A3CR8S,CNIE,113698664,VanEck New China UCITS ETF A,2021-09-24,1228,3.3643835616438356,Long-only,Ireland,USD,False,False,Accumulating,0.6,Full replication,4,True,99,2.1,2.87,2.1,5.25,22.22,25.48,-19.1,,5.78,-11.74,-23.43,,,,25.81,22.92,,0.98,-0.3,,-45.44,-22.21,-40.29,,Equity,ETF,,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
JE00B78NNV14,A1PCJ7,EHEN,,WisdomTree Energy - EUR Daily Hedged,2013-10-21,4123,11.295890410958904,Long-only,Jersey,EUR,True,False,Accumulating,0.49,Swap based,0,False,,1.08,-5.41,1.08,11.11,1.45,-3.11,-19.54,-3.78,-1.77,-24.6,31.23,48.44,,,23.3,32.54,34.42,-0.13,-0.21,-0.02,-86.81,-20.39,-56.84,-56.84,Commodities,ETC,,"gettex, XETRA"
IE00BHBFDF83,A1XBTG,CASH,24401722,L&G E Fund MSCI China A UCITS ETF,2014-05-19,3913,10.72054794520548,Long-only,Ireland,USD,False,False,Accumulating,0.88,Optimized sampling,15,False,529,-2.16,-0.28,-2.16,-0.41,16.21,25.37,-19.6,4.78,17.09,-15.62,-23.1,12.6,,,22.41,20.27,20.75,1.13,-0.35,0.05,-56.02,-15.79,-39.1,-43.76,Equity,ETF,,"gettex, XETRA, London, Euronext Paris, Borsa Italiana, Euronext Amsterdam"
